1_1;1;253215748
1_1;2;253073636
1_1;3;1731485388
1_1;4;253073872
1_1;5;2131939529
1_1;6;3664135037
1_1;7;2131939532
1_1;8;253199295
1_1;9;253199226
1_1;10;253199206
1_1;11;3017299090
1_1;12;253201274
1_1;13;276276178
1_1;14;276276127
1_1;15;304512700
1_1;16;253199128
1_1;17;308215506
1_1;18;253199130
1_1;19;253199132
1_1;20;264445676
1_1;21;496008532
1_1;22;1943958933
1_1;23;496008533
1_1;24;239512164
1_1;25;567926996
1_1;26;438004676
1_1;27;304771643
1_1;28;3376429836
1_1;29;303636393
1_1;30;304821924
1_1;31;304771576
1_1;32;303472071
1_1;33;308489031
1_1;34;303472184
1_1;35;60791346
1_1;36;251161776
1_1;37;282411958
1_1;38;282412157
1_1;39;251161779
1_1;40;490741379
1_1;41;1439291448
1_1;42;315356319
1_1;43;272875164
1_1;44;314679449
1_1;45;459607120
1_1;46;312533525
1_1;47;248018030
1_1;48;253718175
1_1;49;254506210
1_1;50;244200625
1_1;51;308358997
1_1;52;244155903
1_1;53;244155889
1_1;54;244057791
1_1;55;209860088
1_1;56;244057759
1_1;57;244057535
1_1;58;1691757011
1_1;59;253448022
1_1;60;982153290
1_1;61;1025140990
1_1;62;252175213
1_1;63;252130625
1_1;64;252175157
1_1;65;252130630
1_1;66;593905350
1_2;1;252175115
1_2;2;209862603
1_2;3;253448794
1_2;4;209862597
1_2;5;140996495
1_2;6;252175240
1_2;7;982153296
1_2;8;253448023
1_2;9;1691757016
1_2;10;253448760
1_2;11;253448761
1_2;12;253448762
1_2;13;300124769
1_2;14;3411520215
1_2;15;277072760
1_2;16;253717739
1_2;17;308359045
1_2;18;308358993
1_2;19;253718188
1_2;20;253718000
1_2;21;314679440
1_2;22;314679439
1_2;23;450255694
1_2;24;367842228
1_2;25;312544971
1_2;26;615505617
1_2;27;271320900
1_2;28;218707616
1_2;29;315353212
1_2;30;259787552
1_2;31;1439291447
1_2;32;209851487
1_2;33;282411790
1_2;34;299208082
1_2;35;92376580
1_2;36;336429799
1_2;37;618444126
1_2;38;308489027
1_2;39;170425005
1_2;40;303470886
1_2;41;667887223
1_2;42;614633988
1_2;43;312544977
1_2;44;308816059
1_2;45;332061394
1_2;46;583658208
1_2;47;652483282
1_2;48;112565917
1_2;49;303098976
1_2;50;331797576
1_2;51;112569503
1_2;52;253891548
1_2;53;1943958934
1_2;54;253892023
1_2;55;253199926
1_2;56;253199928
1_2;57;253199929
1_2;58;253891937
1_2;59;253199931
1_2;60;304512641
1_2;61;437987929
1_2;62;2506433467
1_2;63;2506433471
1_2;64;253201679
1_2;65;3193279949
1_2;66;253201678
1_2;67;253205235
1_2;68;253205215
1_2;69;253209385
1_2;70;2131939543
1_2;71;3664135038
1_2;72;253073870
1_2;73;1731485387
1_2;74;1191305780
1_2;75;253074027
1_2;76;304383685
1_2;77;308191073
2_1;1;3073037400
2_1;2;3127431802
2_1;3;2469766624
2_1;4;3245865896
2_1;5;96938359
2_1;6;577353477
2_1;7;31447280
2_1;8;577353478
2_1;9;300695546
2_1;10;300726603
2_1;11;2470955518
2_1;12;255427676
2_1;13;3425446031
2_1;14;80247972
2_1;15;253200796
2_1;16;268102864
2_1;17;80247983
2_1;18;336206762
2_1;19;80247988
2_1;20;304383600
2_1;21;253315152
2_1;22;253745265
2_1;23;253314983
2_1;24;687604225
2_1;25;687604251
2_1;26;334454077
2_1;27;253230414
2_1;28;80248000
2_1;29;80248001
2_1;30;302942339
2_1;31;312343660
2_1;32;2433145132
2_1;33;80248008
2_1;34;1874556555
2_1;35;80248010
2_1;36;268179604
2_1;37;3040103337
2_1;38;253044204
2_1;39;195216808
2_1;40;266714344
2_1;41;266715465
2_1;42;239986021
2_1;43;1722931210
2_1;44;253041383
2_1;45;253042005
2_1;46;253041163
2_1;47;273819601
2_1;48;92151373
2_1;49;195204547
2_1;50;92151388
2_1;51;2535303890
2_1;52;273104874
2_1;53;4169790911
2_1;54;2433146532
2_1;55;1904178371
2_1;56;102779930
2_1;57;102741841
2_1;58;102743916
2_1;59;35881070
2_1;60;104215987
2_1;61;339064958
2_1;62;336215368
2_1;63;2714440824
2_1;64;35881998
