train_1;1;-154636_0_r;514;1468;65;train
train_1;1;-154632_0_r;514;1468;65;train
train_1;1;-154630_0_r;514;1468;65;train
train_1;1;-154624_0_r;514;1468;65;train
train_1;1;-154618_0_r;514;1468;65;train
train_1;1;-154680_0_r;514;1468;65;train
train_1;1;-154620_0_r;514;1468;65;train
train_1;1;-153520_0_r;514;1468;65;train
train_2;1;-153520_0;310;1320;55;train
train_2;1;-154620_0;310;1320;55;train
train_2;1;-154680_0;310;1320;55;train
train_2;1;-154618_0;310;1320;55;train
train_2;1;-154624_0;310;1320;55;train
train_2;1;-154630_0;310;1320;55;train
train_2;1;-154632_0;310;1320;55;train
train_2;1;-154636_0;310;1320;55;train
bus_1;1;294186376_0;340;1470;15;bus
bus_1;1;315569683_0;340;1470;15;bus
bus_1;1;172869954_6;340;1470;15;bus
bus_1;1;335200531_1;340;1470;15;bus
bus_1;1;-152498_0;340;1470;15;bus
bus_1;1;-153416_0_r;340;1470;15;bus
bus_1;1;-153182_1_r;340;1470;15;bus
bus_2;1;-153182_1;340;1470;15;bus
bus_2;1;-153416_0;340;1470;15;bus
bus_2;1;-152572_1;340;1470;15;bus
bus_2;1;335200518_0;340;1470;15;bus
bus_2;1;222104770_7;340;1470;15;bus
bus_2;1;365243649_2;340;1470;15;bus
bus_2;1;309154571_0;340;1470;15;bus
metro_1_1;1;-154638_0;354;1492;3;metro
metro_1_1;1;-154172_0;354;1492;3;metro
metro_1_1;1;-154164_0;354;1492;3;metro
metro_1_1;1;-154160_0;354;1492;3;metro
metro_1_1;1;-154148_0;354;1492;3;metro
metro_1_1;1;-154140_0;354;1492;3;metro
metro_1_1;1;-154136_0;354;1492;3;metro
metro_1_1;1;-154128_0;354;1492;3;metro
metro_1_1;1;-154120_0;354;1492;3;metro
metro_1_1;1;-154112_0;354;1492;3;metro
metro_1_1;1;-154100_0;354;1492;3;metro
metro_1_1;1;-154092_0;354;1492;3;metro
metro_1_1;1;-154600_0;354;1492;3;metro
metro_1_1;1;-154590_0;354;1492;3;metro
metro_1_1;1;-154582_0;354;1492;3;metro
metro_1_1;1;-154574_0;354;1492;3;metro
metro_1_1;1;-154562_0;354;1492;3;metro
metro_1_1;1;-154564_0;354;1492;3;metro
metro_1_1;1;-154568_0;354;1492;3;metro
metro_1_2;1;-154550_0;343;1445;3;metro
metro_1_2;1;-154554_0;343;1445;3;metro
metro_1_2;1;-154558_0;343;1445;3;metro
metro_1_2;1;-154576_0;343;1445;3;metro
metro_1_2;1;-154580_0;343;1445;3;metro
metro_1_2;1;-154588_0;343;1445;3;metro
metro_1_2;1;-154598_0;343;1445;3;metro
metro_1_2;1;-154098_0;343;1445;3;metro
metro_1_2;1;-154106_0;343;1445;3;metro
metro_1_2;1;-154110_0;343;1445;3;metro
metro_1_2;1;-154118_0;343;1445;3;metro
metro_1_2;1;-154126_0;343;1445;3;metro
metro_1_2;1;-154134_0;343;1445;3;metro
metro_1_2;1;-154146_0;343;1445;3;metro
metro_1_2;1;-154154_0;343;1445;3;metro
metro_1_2;1;-154158_0;343;1445;3;metro
metro_1_2;1;-154170_0;343;1445;3;metro
metro_1_2;1;-154178_0;343;1445;3;metro
metro_1_2;1;-154182_0;343;1445;3;metro
metro_2_1;1;-154328_0;351;1445;3;metro
metro_2_1;1;-154324_0;351;1445;3;metro
metro_2_1;1;-154316_0;351;1445;3;metro
metro_2_1;1;-154304_0;351;1445;3;metro
metro_2_1;1;-154300_0;351;1445;3;metro
metro_2_1;1;-154288_0;351;1445;3;metro
metro_2_1;1;-154284_0;351;1445;3;metro
metro_2_1;1;-154276_0;351;1445;3;metro
metro_2_1;1;-154268_0;351;1445;3;metro
metro_2_1;1;-154244_0;351;1445;3;metro
metro_2_1;1;-154606_0;351;1445;3;metro
metro_2_1;1;-154236_0;351;1445;3;metro
metro_2_1;1;-154220_0;351;1445;3;metro
metro_2_1;1;-154214_0;351;1445;3;metro
metro_2_1;1;-154206_0;351;1445;3;metro
metro_2_1;1;-154196_0;351;1445;3;metro
metro_2_1;1;-154190_0;351;1445;3;metro
metro_2_1;1;-154184_0;351;1445;3;metro
